S.No,Stock Name,Sector,Market Cap Tier,Index Membership,Typical Volatility,Popularity / Liquidity,Better Suited For,Why,Key Price Drivers,Sector Peers to Compare,Daily Trend,Weekly Trend,Monthly Trend,RSI (14)_x,MACD Signal_x,20 DMA,50 DMA,100 DMA,200 DMA,Last Updated_x,EMA 20,EMA 50,EMA 100,EMA 200,Nearest Support,Nearest Resistance,S/R Respect Note,Today's Move,52W High_x,52W Low_x,% from 52W High_x,% from 52W Low_x,ATR (14)_x,% to Support_x,% to Resistance_x,P/E (Trailing)_x,Dividend Yield %_x,RSI (14)_y,MACD Signal_y,Today Volume,Volume Ratio,Open Interest,ATM Strike,ATM Straddle,PCR (OI),Max Pain,Options Strategy Bias,Last Updated_y,India VIX,52W High_y,52W Low_y,% from 52W High_y,% from 52W Low_y,ATR (14)_y,% to Support_y,% to Resistance_y,P/E (Trailing)_y,Dividend Yield %_y,30D Hist Volatility (%)
95,Britannia Industries Ltd,FMCG,Large Cap,Nifty 50,Low-Medium,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,35.04,-37.89,235479.0,0.69,0.0,5150.0,202.1,0.79,5350.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,6336.0,5035.0,-18.4,2.68,99.5,0.47,10.05,47.96,172.0,20.79
96,Dabur India Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,26.59,-1.45,1394674.0,0.88,0.0,385.0,15.2,0.7,400.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,577.0,381.0,-33.45,0.79,5.3,0.78,8.12,34.63,214.0,17.57
97,Marico Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,45.58,-3.25,3684805.0,2.23,0.0,840.0,30.65,0.61,840.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,889.1,690.3,-5.76,21.38,14.13,2.14,4.91,57.76,49.0,19.22
98,Tata Consumer Products Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,35.37,-3.01,1005860.0,0.81,0.0,1030.0,42.9,0.78,1050.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,1282.7,1007.2,-19.93,1.97,17.96,0.19,8.06,62.45,96.0,22.51
99,Colgate-Palmolive (India) Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,35.33,-5.63,374486.0,1.08,0.0,1840.0,84.35,0.93,1900.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,2504.0,1782.0,-26.27,3.6,37.74,2.3,10.59,37.55,253.0,25.36
100,Godrej Consumer Products Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,27.49,-2.33,691129.0,0.26,0.0,900.0,40.35,0.74,930.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,1309.0,891.1,-31.24,1.0,16.03,0.99,20.79,48.5,219.0,39.31
101,United Spirits Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,,,,,,,,,,,,,,,,,,,,,,
102,Varun Beverages Ltd,FMCG,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Low,High,Selling (Premium),"Low/stable volatility + deep liquidity: OTM strikes are cheap to write but stay in a fairly predictable range, tight spreads make entry/exit efficient, and gap risk on results/news is comparatively low.","Rural demand & monsoon, input costs (palm oil, crude derivatives), urban consumption, GST changes","Hindustan Unilever Ltd, ITC Ltd, Nestle India Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,34.29,-1.54,4752656.0,0.84,0.0,410.0,22.95,0.52,430.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,555.8,381.0,-26.62,7.05,10.87,1.81,10.46,40.54,50.0,34.54
103,Tata Steel Ltd,Metals & Mining,Large Cap,Nifty 50,Medium-High,Very High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Global commodity prices (LME), China demand, currency, export/import duty changes","JSW Steel Ltd, Hindalco Industries Ltd, Vedanta Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,41.17,0.02,46663321.0,1.76,0.0,182.5,9.25,0.71,187.5,Neutral / Stand Aside,2026-09-01 22:20,11.19,224.4,155.5,-18.38,17.79,4.04,1.73,5.73,20.8,217.0,16.78
104,JSW Steel Ltd,Metals & Mining,Large Cap,Nifty 50,Medium-High,Very High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, Hindalco Industries Ltd, Vedanta Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,55.48,1.26,1134147.0,0.66,0.0,1320.0,56.9,0.74,1320.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,1351.0,1031.2,-2.74,27.42,24.67,4.84,2.82,12.96,53.0,19.08
105,Hindalco Industries Ltd,Metals & Mining,Large Cap,Nifty 50,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Vedanta Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,47.29,-5.33,2765114.0,0.63,0.0,1020.0,50.55,0.69,1040.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,1176.0,714.2,-13.74,42.03,24.81,0.89,7.25,13.76,49.0,26.59
106,Vedanta Ltd,Metals & Mining,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,48.95,1.0,6769011.0,0.48,0.0,275.0,18.8,0.59,280.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,795.0,249.7,-65.55,9.67,8.21,4.56,6.26,12.04,1222.0,30.9
107,Steel Authority of India Ltd,Metals & Mining,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,61.46,2.15,29120262.0,1.14,0.0,190.0,9.34,1.12,190.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,209.7,120.81,-9.11,57.76,7.46,16.72,5.44,18.65,121.0,35.75
108,National Aluminium Co Ltd,Metals & Mining,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,44.46,-2.78,6155527.0,0.78,0.0,370.0,26.35,0.6,390.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,445.15,190.87,-16.93,93.74,12.99,0.32,14.17,10.11,101.0,44.32
109,Hindustan Copper Ltd,Metals & Mining,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,47.73,-4.86,13697101.0,0.73,0.0,,,,,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,760.05,232.3,-30.79,126.43,25.44,5.87,11.55,44.75,81.0,49.03
110,Jindal Steel & Power Ltd,Metals & Mining,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,55.6,4.34,517597.0,0.65,0.0,1140.0,56.3,0.89,1160.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,1306.2,956.1,-12.11,20.07,27.4,5.4,4.22,43.41,17.0,24.86
111,NMDC Ltd,Metals & Mining,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,49.66,0.21,11311468.0,0.59,0.0,85.0,4.33,0.56,87.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,97.49,69.79,-12.35,22.44,2.36,5.15,4.27,10.1,403.0,22.27
112,Adani Enterprises Ltd,Metals & Mining / Diversified,Large Cap,Nifty 50,Very High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Commodity cycle, group-level news flow, currency, capex announcements",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,35.5,-10.62,3862408.0,2.1,0.0,2850.0,179.45,0.53,3000.0,Option Buyer: Bearish Breakdown,2026-09-01 22:20,11.19,3245.0,1753.0,-11.84,63.2,81.56,0.52,10.93,49.83,5.0,36.87
113,Coal India Ltd,Metals & Mining,Large Cap,Nifty 50,Medium,Very High,Selling (Premium),"Moderate, fairly range-bound volatility with strong liquidity: premium is reasonable and strikes can be placed with decent margin of safety; still check IV before results/events.","Global commodity prices (LME), China demand, currency, export/import duty changes","Tata Steel Ltd, JSW Steel Ltd, Hindalco Industries Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,36.73,0.49,6128444.0,0.79,0.0,400.0,15.4,0.6,400.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,491.25,369.6,-18.09,8.87,6.17,1.64,3.78,7.95,524.0,15.73
114,Reliance Industries Ltd,Oil & Gas / Energy,Large Cap,Nifty 50,Medium,Very High,Selling (Premium),"Moderate, fairly range-bound volatility with strong liquidity: premium is reasonable and strikes can be placed with decent margin of safety; still check IV before results/events.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Oil & Natural Gas Corp Ltd, Indian Oil Corporation Ltd, Bharat Petroleum Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,49.53,-3.24,12617528.0,1.11,0.0,1300.0,48.2,0.78,1320.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,1611.8,1249.8,-19.18,4.22,19.07,2.5,2.64,23.73,47.0,18.14
115,Oil & Natural Gas Corp Ltd,Oil & Gas / Energy,Large Cap,Nifty 50,Medium-High,Very High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Indian Oil Corporation Ltd, Bharat Petroleum Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,46.0,-0.02,11985775.0,0.96,0.0,237.5,8.99,0.5,235.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,307.5,227.65,-23.09,3.88,3.52,2.41,3.6,6.83,626.0,17.11
116,Indian Oil Corporation Ltd,Oil & Gas / Energy,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Oil & Natural Gas Corp Ltd, Bharat Petroleum Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,42.59,-0.09,9536764.0,1.18,0.0,137.5,6.04,0.79,140.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,188.96,130.22,-27.76,4.82,2.34,1.6,6.04,5.58,602.0,18.77
117,Bharat Petroleum Corporation Ltd,Oil & Gas / Energy,Large Cap,Nifty 50,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Oil & Natural Gas Corp Ltd, Indian Oil Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,52.84,0.47,6048491.0,1.21,0.0,320.0,15.85,0.9,320.0,Neutral / Stand Aside,2026-09-01 22:20,11.19,391.65,266.6,-18.68,19.47,7.26,4.33,3.03,7.93,617.0,20.12
118,Hindustan Petroleum Corporation Ltd,Oil & Gas / Energy,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Oil & Natural Gas Corp Ltd, Indian Oil Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,41.28,-0.56,1725511.0,0.32,0.0,360.75,19.2,0.91,370.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,508.45,316.2,-28.79,14.5,6.5,1.84,5.43,46.2,663.0,21.45
119,GAIL (India) Ltd,Oil & Gas / Energy,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Oil & Natural Gas Corp Ltd, Indian Oil Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,48.42,-0.08,8008794.0,0.98,0.0,172.5,7.23,0.71,175.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:20,11.19,186.87,134.36,-7.48,28.68,3.14,1.67,2.92,11.49,310.0,26.98
120,Petronet LNG Ltd,Oil & Gas / Energy,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Crude oil price, refining margins (GRMs), government subsidy-sharing, currency","Reliance Industries Ltd, Oil & Natural Gas Corp Ltd, Indian Oil Corporation Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,54.55,0.58,1081102.0,0.54,0.0,290.0,13.15,0.69,290.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:20,11.19,326.4,235.35,-10.97,23.48,6.65,6.06,3.44,10.42,333.0,23.36
